fund_key,nome,cnpj,gestor,classe_anbima,patrimonio_liquido,publico_alvo,taxa_administracao_cvm_mensal_pct,referencia_fundo_kinea,eh_fundo_kinea,source
CNPJ:67.232.247/0001-04,OPPORTUNITY ORBIS B FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,67.232.247/0001-04,OPPORTUNITY GESTÃO DE INVESTIMENTOS E RECURSOS LTDA,Multimercados Macro,5857103.48,Público Geral,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:68.074.704/0001-42,STONECO II EXCLUSIVO FIC FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO  CRÉDITO PRIVADO RESP LTDA,68.074.704/0001-42,OLIVEIRA TRUST SERVICER S/A,Multimercados Macro,,Profissional,,Kinea Atlas II FIM RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:None,BB BESC RENDA FIXA PRÁTICO CRÉDITO PRIVADO FIF RESPONSABILIDADE LIMITADA,,BB GESTAO DE RECURSOS DTVM S.A,Renda Fixa Duração Livre Crédito Livre,9495318.71,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:10.320.215/0001-43,PLATINUM CAPITAL EXCELLENCE FIC DE FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,10.320.215/0001-43,PLATINUM CAPITAL GESTÃO DE RECURSOS LTDA.,Renda Fixa Duração Livre Crédito Livre,4375027.63,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:10.326.625/0001-00,VALORA ABSOLUTE FIF RENDA FIXA CRÉD PRIV LONGO PRAZO - RESPONSABILIDADE LIMITADA,10.326.625/0001-00,VALORA RENDA FIXA LTDA.,Renda Fixa Duração Livre Crédito Livre,709180200.46,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:10.384.377/0001-45,CAIXA XVI FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA,10.384.377/0001-45,CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Renda Fixa Duração Livre Crédito Livre,377764715.09,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:10.577.485/0001-34,CAIXA GERAÇÃO JOVEM FIC DE CLASSE DE FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA,10.577.485/0001-34,CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Renda Fixa Duração Livre Crédito Livre,12195213.29,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:10.646.888/0001-98,CAIXA EXPERTISE FIC DE CLASSE DE FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA,10.646.888/0001-98,CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Renda Fixa Duração Livre Crédito Livre,3396154509.81,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:10.787.172/0001-00,SANTANDER COMSHELL I CD CIC DE CLASSE DE INVESTIMENTO RENDA FIXA - RESP LIMITADA,10.787.172/0001-00,SANTANDER BRASIL GESTÃO DE RECURSOS LTDA,Renda Fixa Duração Livre Crédito Livre,109227919.84,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:10.856.816/0001-75,BRADESCO FIF - CIC RF CRED PRIVADO LP UNIÃO - RESP LIMITADA,10.856.816/0001-75,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,283084467.79,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:10.918.517/0001-18,WG FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,10.918.517/0001-18,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Renda Fixa Duração Livre Crédito Livre,5005294758.87,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:10.948.577/0001-83,CAIXA MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA,10.948.577/0001-83,CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Renda Fixa Duração Livre Crédito Livre,23405267330.31,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:10.986.880/0001-70,BRADESCO INSTITUCIONAL IMA-B TÍTULOS PÚBLICOS FI FINANCEIRO - CIC RF - RESP LIMITADA,10.986.880/0001-70,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,302413662.58,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:11.061.341/0001-93,CAIXA ACANTHUS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA,11.061.341/0001-93,CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Renda Fixa Duração Livre Crédito Livre,35657680.66,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:11.121.992/0001-21,BNP PARIBAS FI FINANCEIRO ZAFIRA RENDA FIXA CRÉDITO PRIVADO PREVIDENCIÁRIO RESP LTDA,11.121.992/0001-21,BNP PARIBAS ASSET MANAGEMENT BRASIL LTDA,Renda Fixa Duração Livre Crédito Livre,201876059.87,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:11.184.409/0001-21,F II - FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA,11.184.409/0001-21,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,783064415.52,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:11.447.136/0001-60,PRINCIPAL CLARITAS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,11.447.136/0001-60,PRINCIPAL ASSET MANAGEMENT LTDA.,Renda Fixa Duração Livre Crédito Livre,190669390.62,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:11.508.507/0001-77,SOLIS VEGA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,11.508.507/0001-77,SOLIS INVESTIMENTOS S A,Renda Fixa Duração Livre Crédito Livre,38835996.61,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:11.690.117/0001-60,LEROSA MODERADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA,11.690.117/0001-60,LEROSA INVESTIMENTOS LTDA.,Renda Fixa Duração Livre Crédito Livre,4604881.97,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:11.784.036/0001-20,LME REC IMA-B FUNDO DE INVESTIMENTO EM RENDA FIXA,11.784.036/0001-20,GRAPHEN INVESTIMENTOS LTDA.,Renda Fixa Duração Livre Crédito Livre,75351452.69,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:11.808.053/0001-50,CONCESSOES BRASIL I FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,11.808.053/0001-50,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,Renda Fixa Duração Livre Crédito Livre,925575328.67,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:11.858.506/0001-52,ITAÚ VÉRTICE RF CRED PRIV ACTIVE FIX 5 FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA,11.858.506/0001-52,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Renda Fixa Duração Livre Crédito Livre,158328602.12,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:12.081.486/0001-19,AMAROK FIF CLASSE DE INVESTIMENTO RENDA FIXA PREVIDENCIÁRIO  RESP LIMITADA,12.081.486/0001-19,MONGERAL AEGON INVESTIMENTOS LTDA,Renda Fixa Duração Livre Crédito Livre,356557715.73,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:12.124.230/0001-41,UBS CONSENSO JURO REAL CLASSE DE  INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA,12.124.230/0001-41,UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.,Renda Fixa Duração Livre Crédito Livre,389098553.03,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:12.412.496/0001-90,BRADESCO FIF - CIC RF CAPITALIZAÇÃO REDE VALTRA - RESP LIMITADA,12.412.496/0001-90,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,16516095.54,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:12.412.610/0001-81,BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA,12.412.610/0001-81,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,65201717.52,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:12.412.818/0001-09,BRAM LIVRE FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA,12.412.818/0001-09,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,9899893617.14,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:12.412.826/0001-47,BRADESCO PRIVATE RATING 90 FI FINANCEIRO - CIC RF CRED PRIV - RESP LIMITADA,12.412.826/0001-47,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,235533904.98,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:12.518.210/0001-55,FIC CLASSE A FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA REFERENCIADO DI - RESP LIMITADA,12.518.210/0001-55,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,92189366.0,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:12.907.100/0001-85,FUNDO DE INVESTIMENTO SITA RENDA FIXA CREDITO PRIVADO LONGO PRAZO,12.907.100/0001-85,IMPACTO INVESTIMENTOS LTDA,Renda Fixa Duração Livre Crédito Livre,47106378.86,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:13.049.682/0001-79,TIVIO ICATU SEG LEGACY INFLATION PREVIDÊNCIA FI FINANCEIRO - CI RF - RESP LIMITADA,13.049.682/0001-79,TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,Renda Fixa Duração Livre Crédito Livre,68404165.13,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:13.400.194/0001-64,BRAM CAPITAL FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA,13.400.194/0001-64,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,257155496.74,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:13.400.206/0001-50,BRADESCO PRIVATE LIQUIDEZ FI FINANCEIRO - CIC RF CRED PRIV - RESP LIMITADA,13.400.206/0001-50,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,1365966353.22,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:13.401.118/0001-73,BRADESCO PRIVATE RATING 30 FI FINANCEIRO - CIC RF CRED PRIV - RESP LIMITADA,13.401.118/0001-73,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,288707993.64,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:13.411.784/0001-92,SOINVEST FIF - CLASSE DE INVESTIMENTO RF CRED PRIVADO - RESP LIMITADA,13.411.784/0001-92,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,7726901.93,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:13.823.084/0001-05,SUL AMÉRICA CRÉDITO ATIVO FIF RENDA FIXA CRÉD PRIV LONGO PRAZO DE RESP LIMITADA,13.823.084/0001-05,SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.,Renda Fixa Duração Livre Crédito Livre,2724899065.47,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:13.945.537/0001-76,ITAÚ BBA RENDA FIXA CRED PRIV ACTIVE FIX 5 FIF DA CLASSE DE INVESTIMENTO EM COTAS - RESP LIMITADA,13.945.537/0001-76,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Renda Fixa Duração Livre Crédito Livre,1849794160.58,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:13.950.459/0001-06,ALOCC TNA II FIF - CIC RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA,13.950.459/0001-06,"TABOAÇO, NIECKELE E ASSOCIADOS - GESTAO PATRIMONIAL LTDA",Renda Fixa Duração Livre Crédito Livre,393878905.07,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:13.962.999/0001-00,MALIBU INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA,13.962.999/0001-00,SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.,Renda Fixa Duração Livre Crédito Livre,251917333.18,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:13.973.228/0001-00,SICOOB INFLAÇÃO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA IMA-B RESPONSABILIDADE LIMITADA,13.973.228/0001-00,SICOOB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,Renda Fixa Duração Livre Crédito Livre,101387444.4,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.104.380/0001-19,BRADESCO FIF - CLASSE DE INVESTIMENTO RF CRED PRIVADO SIRIUS - RESP LIMITADA,14.104.380/0001-19,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,2257651084.75,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.120.488/0001-03,CAIXA OAB FIC DE CLASSE DE FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA,14.120.488/0001-03,CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Renda Fixa Duração Livre Crédito Livre,1795020179.97,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.171.644/0001-57,BTG PACTUAL CRÉDITO CORPORATIVO I FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,14.171.644/0001-57,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,Renda Fixa Duração Livre Crédito Livre,3695818519.74,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.171.653/0001-48,BTG PACTUAL CREDITO CORPORATIVO II FIQ DE FUNDOS DE INVESTIMENTO DE RENDA FIXA CREDITO PRIVADO,14.171.653/0001-48,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,Renda Fixa Duração Livre Crédito Livre,85910314.6,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.237.118/0001-42,AUGME 30 FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,14.237.118/0001-42,AUGME CAPITAL GESTÃO DE RECURSOS LTDA.,Renda Fixa Duração Livre Crédito Livre,76692636.19,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.399.693/0001-41,GERDAU PREVIDÊNCIA FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO 2 - RESP LIMITADA,14.399.693/0001-41,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,734479315.32,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.437.398/0001-32,ITAÚ RENDA FIXA LONGO PRAZO CRÉDITO PRIVADO HIGH YIELD 30 FIF DA CIC RESPONSABILIDADE LIMITADA,14.437.398/0001-32,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Renda Fixa Duração Livre Crédito Livre,25235292.19,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.466.898/0001-00,BRASIL CORPORATE FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA,14.466.898/0001-00,PLURAL GESTÃO DE RECURSOS LTDA,Renda Fixa Duração Livre Crédito Livre,149517034.67,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.491.665/0001-50,TIVIO FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA,14.491.665/0001-50,TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,Renda Fixa Duração Livre Crédito Livre,39645875.99,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.557.317/0001-38,BTG PACTUAL CREDITO CORPORATIVO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,14.557.317/0001-38,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,Renda Fixa Duração Livre Crédito Livre,3781840139.48,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.702.111/0001-54,SICOOB INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO,14.702.111/0001-54,SICOOB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,Renda Fixa Duração Livre Crédito Livre,9529411220.73,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.843.780/0001-46,JULIUS BAER GESTÃO INFRA 90 FIF - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,14.843.780/0001-46,BTG PACTUAL GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA,Renda Fixa Duração Livre Crédito Livre,232811160.54,Qualificado,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.880.030/0001-44,TIVIO CRÉDITO CORPORATIVO FIF RF CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA,14.880.030/0001-44,TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,Renda Fixa Duração Livre Crédito Livre,15278572.75,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:14.985.689/0001-65,ESSENCIAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,14.985.689/0001-65,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Renda Fixa Duração Livre Crédito Livre,427233058.6,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:15.029.147/0001-81,BB RENDA FIXA INCENTIVADO FIC FIF INVESTIMENTO EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA,15.029.147/0001-81,BB GESTAO DE RECURSOS DTVM S.A,Renda Fixa Duração Livre Crédito Livre,102330847.9,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:15.154.319/0001-49,CAIXA EXCLUSIVO FUNCIONÁRIOS FIC DE CLASSE DE FIF RENDA FIXA CRÉDITO PRIVADO LP - RESP LIMITADA,15.154.319/0001-49,CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Renda Fixa Duração Livre Crédito Livre,1699253492.95,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:15.350.909/0001-47,VITÓRIA RÉGIA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO,15.350.909/0001-47,GENIAL GESTÃO LTDA.,Renda Fixa Duração Livre Crédito Livre,6194142.03,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:15.487.311/0001-02,PLURAL CRÉDITO CORPORATIVO FIF RENDA FIXA CRÉDITO PRIVADO LP - RESPONSABILIDADE LIMITADA,15.487.311/0001-02,PLURAL GESTÃO DE RECURSOS LTDA,Renda Fixa Duração Livre Crédito Livre,128193877.26,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:15.636.949/0001-50,WM RENDA FIXA FIC DE FI FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,15.636.949/0001-50,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Renda Fixa Duração Livre Crédito Livre,165787258.95,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:15.675.437/0001-00,BRAM FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA,15.675.437/0001-00,BANCO BRADESCO S.A.,Renda Fixa Duração Livre Crédito Livre,12455704167.33,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:15.862.639/0001-53,TREK FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO IMOBILIÁRIO,15.862.639/0001-53,TREK INVESTIMENTOS LTDA,Renda Fixa Duração Livre Crédito Livre,2316596.45,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:16.599.959/0001-25,TAGUS TOP II FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA,16.599.959/0001-25,TAGUS INVESTIMENTOS LTDA,Renda Fixa Duração Livre Crédito Livre,66536377.02,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:16.862.541/0001-69,FIBRA FDO DE INVEST PREMIUM RENDA FIXA CRED PRIVADO,16.862.541/0001-69,FIBRA ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIÁRIOS LTDA,Renda Fixa Duração Livre Crédito Livre,6062894.3,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:17.051.205/0001-07,ITAÚ INSTITUCIONAL RENDA FIXA ACTIVE FIX CRÉDITO PRIVADO MASTER FIF RESPONSABILIDADE LIMITADA,17.051.205/0001-07,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Renda Fixa Duração Livre Crédito Livre,2843600082.38,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:17.138.211/0001-98,SANTANDER BÁLTICO II RENDA FIXA REFERENCIADO DI - FIF RESP LIMITADA,17.138.211/0001-98,SANTANDER BRASIL GESTÃO DE RECURSOS LTDA,Renda Fixa Duração Livre Crédito Livre,2377600760.91,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:17.138.217/0001-65,PB SIC-BH FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,17.138.217/0001-65,INTER ASSET GESTÃO DE RECURSOS LTDA.,Renda Fixa Duração Livre Crédito Livre,41630036.97,Profissional,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:17.322.725/0001-07,CAIXA MAXI FIC DE CLASSE DE FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA,17.322.725/0001-07,CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Renda Fixa Duração Livre Crédito Livre,16342928204.34,Público Geral,,Kinea Oportunidade FIF RF CP RL - Subclasse I,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
